X,Y,source_url,what3words,upstream,name,completeness,uuid,date_modified,source,version,type,physical-address,phone,email,url
44.201635,15.257661,http://www.openstreetmap.org/node/1222651565,overcomes.tile.invent,openstreetmap¶n1222651565,المركز الصحي أرتل,35.29%,52a7b3e8b559488aa912128e66c242a1,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.598202,14.398365,http://www.openstreetmap.org/node/1219349043,dirt.mindful.segregated,openstreetmap¶n1219349043,المركز الصحي أضرعة,35.29%,1a200de2d7c14018a807eac619589a1d,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.414629,16.02813,http://www.openstreetmap.org/node/1227117968,bursar.sensing.mulberries,openstreetmap¶n1227117968,المركز الصحي أفلح الشام بني خيط,35.29%,c1b0b9b646924ddca19454236d02b9c8,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.406997,15.947667,http://www.openstreetmap.org/node/1224767226,extracts.runways.departments,openstreetmap¶n1224767226,المركز الصحي أفلح اليمن,35.29%,5b07b2fad8704bc8904d6dbd94417d81,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
45.6812623,13.9416093,http://www.openstreetmap.org/node/1225614978,glazing.reinsurance.rebuking,openstreetmap¶n1225614978,المركز الصحي أمشهور,35.29%,90e9fd89b9dc4d0ab2b5bc55ea6edce8,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
45.30745,13.639189,http://www.openstreetmap.org/node/1225634875,plopped.focus.inception,openstreetmap¶n1225634875,المركز الصحي أموارة,35.29%,a9237504cd824173ad3a07d0608a8c0a,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
45.387086,14.181608,http://www.openstreetmap.org/node/1223195719,lobsters.inactive.omnivores,openstreetmap¶n1223195719,المركز الصحي إسماع الطفة,35.29%,292401a9ea304311beafa6e9625d0e1e,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.708787,13.098807,http://www.openstreetmap.org/node/1223276056,rejoin.disguise.stunningly,openstreetmap¶n1223276056,المركز الصحي الأحيوق,35.29%,82252de1a6bf4f3f94df0c04c7340a08,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.631754,13.6673018,http://www.openstreetmap.org/node/1226268500,postpone.usher.misbehave,openstreetmap¶n1226268500,المركز الصحي الأزارق,35.29%,f2044e98e7aa4d28a2fcc706f7c95af0,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.1026883,13.2787091,http://www.openstreetmap.org/node/1226353274,succumb.splays.markings,openstreetmap¶n1226353274,المركز الصحي الأشروح,35.29%,fdcfad350c654a5cb451ddd82126d8a5,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.735834,15.284332,http://www.openstreetmap.org/node/1219221686,obtuseness.alternate.uniting,openstreetmap¶n1219221686,المركز الصحي الأعروش,35.29%,27a3e272f4dc42b19b3a03478f5b9163,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.766411,15.127495,http://www.openstreetmap.org/node/1226377461,focal.nibble.taste,openstreetmap¶n1226377461,المركز الصحي الأغمور بيت البشري,35.29%,c8220ed57d3a4cf1946e802b41490487,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.856923,13.840018,http://www.openstreetmap.org/node/1224326514,baseline.sprinted.firebird,openstreetmap¶n1224326514,المركز الصحي الأفيوش,35.29%,270d2ea896444d849fea122952e487fd,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.578542,14.304456,http://www.openstreetmap.org/node/1218222213,rider.rarest.contrivance,openstreetmap¶n1218222213,المركز الصحي الأمحال,35.29%,ea8b536d05914c52a79332a81838bbba,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.577968,14.568741,http://www.openstreetmap.org/node/1217958255,glows.brushes.undemanding,openstreetmap¶n1217958255,المركز الصحي الأمهيل,35.29%,cff02c0b4ef6428eb0f774735779efc2,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.605754,14.55563,http://www.openstreetmap.org/node/1217961539,televisions.masters.threadbare,openstreetmap¶n1217961539,المركز الصحي البرح ظلملم,35.29%,6bd2775f2af74d7bb20bd876204efb79,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.241001,13.997137,http://www.openstreetmap.org/node/1223235640,cuddling.sticking.passively,openstreetmap¶n1223235640,المركز الصحي البيت الجديد,35.29%,fa2445eecf774bd3a9747eab555729bb,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.526324,14.304834,http://www.openstreetmap.org/node/1223290218,windstorms.shamrocks.equips,openstreetmap¶n1223290218,المركز الصحي التالبي,35.29%,9dde2df5e0524aa89a38db8a01a60276,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.309233,15.995795,http://www.openstreetmap.org/node/1224769997,interim.motorist.breakeven,openstreetmap¶n1224769997,المركز الصحي الثانوي أسلم الظهر,35.29%,688b31c7e1c64db9a7864f229467bbce,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.193371,15.35843,http://www.openstreetmap.org/node/1222637610,aura.breezy.sweetener,openstreetmap¶n1222637610,المركز الصحي الثقافي بامانة العاصمة,35.29%,004f5bc9759641f0944915f66260d486,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.190638,13.342474,http://www.openstreetmap.org/node/1226334368,renews.overcharge.native,openstreetmap¶n1226334368,المركز الصحي الثورة بيت القاضي,35.29%,1c1f973ef6a141ccbf0534b4e8806ac6,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.1940024,15.5270358,http://www.openstreetmap.org/node/1226370831,suddenly.study.cabbies,openstreetmap¶n1226370831,المركز الصحي الجاهلية,35.29%,1724f25c60b74dcbad9f3625948289c7,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.83418,15.3798458,http://www.openstreetmap.org/node/1226958271,record.confided.contraction,openstreetmap¶n1226958271,المركز الصحي الجربان,35.29%,3597a054ea7649cd9a444385fec776c4,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.569301,14.525228,http://www.openstreetmap.org/node/1217961418,inaccurately.sags.calibrate,openstreetmap¶n1217961418,المركز الصحي الجعفرية الحدية,35.29%,b37e7510562d4e32bcaa81ce26310943,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
42.976724,14.807792,http://www.openstreetmap.org/node/1218147663,pumpkin.tiptoes.etchings,openstreetmap¶n1218147663,المركز الصحي الحالي,35.29%,7618c8a9e4594353b3b8aaf0108274f7,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
49.8269679,14.8110436,http://www.openstreetmap.org/node/1222517918,reciting.cartooning.prawn,openstreetmap¶n1222517918,المركز الصحي الحامي,35.29%,69b854ada1f64021991801b72be1d7ec,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.197867,15.312644,http://www.openstreetmap.org/node/1227086216,sharers.unpopulated.banished,openstreetmap¶n1227086216,المركز الصحي الحدادية,35.29%,e64d92cfa87f4f5f968bca79da5a3cc0,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.325883,13.326124,http://www.openstreetmap.org/node/1226332938,entreating.sectional.valuables,openstreetmap¶n1226332938,المركز الصحي الحريم,35.29%,8cacf40d648048aa91d1ad7729fe7221,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
45.27957,14.51959,http://www.openstreetmap.org/node/1224310985,nocturnal.habituation.developments,openstreetmap¶n1224310985,المركز الصحي الحشاء,35.29%,3dc3f714566147a2a475422050804daa,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.619043,15.352847,http://www.openstreetmap.org/node/1219217269,awakened.fiddling.puppies,openstreetmap¶n1219217269,المركز الصحي الحظازم,35.29%,996ac370489948a5902ab8dedba85b91,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.806873,15.161537,http://www.openstreetmap.org/node/1219210625,fluids.chords.reluctantly,openstreetmap¶n1219210625,المركز الصحي الحمدات لمذة,35.29%,03797d84dc794fa581fd9687bab12b75,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.426983,16.488317,http://www.openstreetmap.org/node/1227148806,muddy.uncreative.delusions,openstreetmap¶n1227148806,المركز الصحي الحميدات,35.29%,4c5bfff316564400a565955968b4950a,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
48.6693,15.906351,http://www.openstreetmap.org/node/1226934594,hyped.seafarer.consumables,openstreetmap¶n1226934594,المركز الصحي الحوطة,35.29%,7cbe64ab50564eb4bf5d1d37d57ddf34,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
47.397917,14.38075,http://www.openstreetmap.org/node/1224254797,dismissing.lunchboxes.hormone,openstreetmap¶n1224254797,المركز الصحي الحوطة,35.29%,ef4735b3d23d4a61baea580df7de7186,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
42.951472,14.788701,http://www.openstreetmap.org/node/1218147562,arranged.loose.grapevine,openstreetmap¶n1218147562,المركز الصحي الحوك,35.29%,48bf7a3517484451835a1a047078c4b5,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.028767,16.001033,http://www.openstreetmap.org/node/1226373850,skipping.exuberance.lifeforms,openstreetmap¶n1226373850,المركز الصحي الحيزي,35.29%,87c996fa327a4acbbab800dfa18a941f,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.239087,15.736946,http://www.openstreetmap.org/node/1226372548,ornamental.forests.improve,openstreetmap¶n1226372548,المركز الصحي الحيفة,35.29%,38ec7d5ba47d44588653fb7b4f8b6639,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.912564,15.160364,http://www.openstreetmap.org/node/1222545718,pyrotechnic.errand.jars,openstreetmap¶n1222545718,المركز الصحي الخارفي,35.29%,61422c4b1cf24f53b81ecf3693f7c17c,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.273714,13.240037,http://www.openstreetmap.org/node/1226222825,coda.paperweight.fascinate,openstreetmap¶n1226222825,المركز الصحي الخزجة,35.29%,716d011258fa4af3be1ffb2a6a94786d,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
42.915732,15.537827,http://www.openstreetmap.org/node/1227091056,dealership.duped.scouting,openstreetmap¶n1227091056,المركز الصحي الخوبة,35.29%,bb15906873fb410e97285d4dc168f43b,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.246457,13.806828,http://www.openstreetmap.org/node/1226366861,perfect.navigated.assisted,openstreetmap¶n1226366861,المركز الصحي الخوخة,35.29%,b2762ad692c1479ca5143e5241f7fdbc,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.217584,15.381285,http://www.openstreetmap.org/node/1227085922,dwindle.punchline.scalps,openstreetmap¶n1227085922,المركز الصحي الخيال,35.29%,98456e78d79d4b0886cf7f98203946d7,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.970994,13.325548,http://www.openstreetmap.org/node/1226362645,ladybugs.legion.doubters,openstreetmap¶n1226362645,المركز الصحي الخيامي,35.29%,57745fe736f54179a4c208ad40a9aaf6,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.223024,13.2544,http://www.openstreetmap.org/node/1226222888,cannelloni.immigrate.cherishes,openstreetmap¶n1226222888,المركز الصحي الدمي الأحكوم,35.29%,6e63e07838114a1294bf191c8be39a0c,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.85168,14.352471,http://www.openstreetmap.org/node/1222031363,footwear.flowcharts.restarts,openstreetmap¶n1222031363,المركز الصحي الدن,35.29%,a0c3cdd608cc432480f37cf488524290,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.121521,13.32332,http://www.openstreetmap.org/node/1226351384,patrols.tuxedos.germinating,openstreetmap¶n1226351384,المركز الصحي الدوم بني يوسف,35.29%,fe8c1908c18648fabae58fd41ff81ff2,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
49.992847,14.907102,http://www.openstreetmap.org/node/1217770022,eyesight.musts.amassing,openstreetmap¶n1217770022,المركز الصحي الديس الشرقية,35.29%,d20ca42384e64afba0b4f1b6899b8633,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.551942,14.678134,http://www.openstreetmap.org/node/1217955931,resuming.sodium.elapses,openstreetmap¶n1217955931,المركز الصحي الرباط,35.29%,89fa01cdff634e34a310fc246a000a47,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
45.2797107,13.7744104,http://www.openstreetmap.org/node/1223199760,text.rubies.ventilators,openstreetmap¶n1223199760,المركز الصحي الرباط,35.29%,eca781f8361e4caa9aa504ebef7f6bf2,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
42.960576,14.771504,http://www.openstreetmap.org/node/1218146845,showdown.triathlon.bikes,openstreetmap¶n1218146845,المركز الصحي الربصة,35.29%,f362e469170c4acda3c0d7e5c5659119,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.434813,13.259491,http://www.openstreetmap.org/node/1226225110,downshift.befit.cardigan,openstreetmap¶n1226225110,المركز الصحي الرما قبيطة,35.29%,41fdbc4f5c194d71b936051729ae666d,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.127724,15.448547,http://www.openstreetmap.org/node/1222651079,slap.lines.slopes,openstreetmap¶n1222651079,المركز الصحي الروض,35.29%,0a5d43c2c3974b4caf5a94ab6bab31de,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
50.4801333,15.0335359,http://www.openstreetmap.org/node/1217778941,accommodating.freaked.rescuing,openstreetmap¶n1217778941,المركز الصحي الريدة الشرقية,35.29%,2ab27e19b4264400bbbe65d01a87f435,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.92528,13.827381,http://www.openstreetmap.org/node/1223256905,spouses.biomedical.onrush,openstreetmap¶n1223256905,المركز الصحي الريس,35.29%,22ee1fc8bf154d05be3a6ff15821d430,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
42.947819,14.794885,http://www.openstreetmap.org/node/1218147685,invents.coining.forehand,openstreetmap¶n1218147685,المركز الصحي الزبارة,35.29%,431572a9cf444f19b45040d9f4006def,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.209208,13.282351,http://www.openstreetmap.org/node/1226363000,climbed.deluxe.seawater,openstreetmap¶n1226363000,المركز الصحي الزبيرة,35.29%,83f6d0ae887646bda821bdf6ac0d4fa0,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.675303,13.807012,http://www.openstreetmap.org/node/1224320054,catchphrase.messy.primroses,openstreetmap¶n1224320054,المركز الصحي الزراري,35.29%,32302923342340c09580da11a1d6ea7b,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
45.176783,15.411267,http://www.openstreetmap.org/node/1226956509,shortcut.imprisoning.acorn,openstreetmap¶n1226956509,المركز الصحي الزور,35.29%,0d737446c6b84b84aaf747a7fa8d72f8,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.83418,15.3799773,http://www.openstreetmap.org/node/1226958242,deforming.factual.shambles,openstreetmap¶n1226958242,المركز الصحي السبيتين آل حنتش,35.29%,bc64c44a627e4850922de8576830fdec,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.430789,14.780855,http://www.openstreetmap.org/node/1222565665,untidiness.lorry.flirtation,openstreetmap¶n1222565665,المركز الصحي السخنة,35.29%,777e86362d4340ffa724776c4c5285d7,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.840132,14.887661,http://www.openstreetmap.org/node/1219204310,displayed.captive.inlay,openstreetmap¶n1219204310,المركز الصحي السرين,35.29%,a98e6dc0f06544cb9aff5f6e4fe756e0,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
42.968739,14.817436,http://www.openstreetmap.org/node/1218147501,thread.basically.rooftop,openstreetmap¶n1218147501,المركز الصحي السلخانة,35.29%,b1ed54821d0b4e72bce6b76ca7d91251,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.938447,15.225546,http://www.openstreetmap.org/node/1222545654,dominator.captions.multiplayer,openstreetmap¶n1222545654,المركز الصحي السلف,35.29%,5f49075b84854a33ba82727fd362a607,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.819627,14.674071,http://www.openstreetmap.org/node/1222024399,spurred.wasteful.astray,openstreetmap¶n1222024399,المركز الصحي السلفية,35.29%,a65b45206f11467ab740e6ed0a09fafd,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.001303,13.249054,http://www.openstreetmap.org/node/1226215741,jeopardy.midmorning.personifies,openstreetmap¶n1226215741,المركز الصحي السمسرة,35.29%,ac27cb5a01744a24ac0535a8a7df8fee,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
44.690636,15.390052,http://www.openstreetmap.org/node/1226960251,debug.pursuers.agrees,openstreetmap¶n1226960251,المركز الصحي السهافة,35.29%,04b482c9a5074a3e82fe386b7a4aa5b0,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
43.81715,15.77585,http://www.openstreetmap.org/node/1226374870,amended.concealing.companywide,openstreetmap¶n1226374870,المركز الصحي السود,35.29%,0d460074b368431ba54cacbaa3f7e9ed,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,
